origin_country_name,dispatch_country_name,commodity_code,steel_product_group,tonnes,value,active_months,origin_dispatch_different
Unknown / not supplied,Belgium,72193310,Stainless steel flat products,70.614,173791,6,True
Belgium,Germany,72193310,Stainless steel flat products,70.561,239066,14,True
Germany,France,72082700,Hot-rolled flat products,70.556,56576,3,True
Portugal,Portugal,72084000,Hot-rolled flat products,70.53999999999999,53324,3,False
France,Germany,72104900,Coated or plated flat products,70.509,53303,2,True
Poland,Poland,72149110,Other bars and rods,70.402,47910,3,False
Italy,Belgium,72254090,Other alloy flat products,70.383,60885,3,True
Turkey,Turkey,72149931,Other bars and rods,70.30799999999999,43280,7,False
Germany,Italy,72107080,Coated or plated flat products,70.27,98148,3,True
Slovenia,France,72284010,Other alloy bars rods and sections,70.166,209243,13,True
Greece,Greece,72085291,Hot-rolled flat products,70.09,353115,7,False
Turkey,Turkey,72202041,Stainless steel flat products under 600mm,69.67999999999999,169964,12,False
Finland,Sweden,72283069,Other alloy bars rods and sections,69.658,106884,2,True
United Kingdom,Japan,72029100,Ferro-alloys,69.632,259169,1,True
Italy,Germany,72162100,Angles shapes and sections,69.616,72818,13,True
Brazil,Slovenia,72029980,Ferro-alloys,69.604,138343,5,True
Germany,Germany,72099020,Cold-rolled flat products,69.43599999999999,283946,27,False
Germany,France,72285020,Other alloy bars rods and sections,69.424,262106,24,True
Canada,Netherlands,72022100,Ferro-alloys,69.411,72842,3,True
Switzerland,Switzerland,72222011,Stainless steel bars sections and wire,69.36200000000001,396057,17,False
France,France,72155019,Other bars and rods,69.316,81595,15,False
Germany,Germany,72189110,Stainless steel ingots and semi-finished,69.222,418980,7,False
Belgium,Belgium,72142000,Other bars and rods,69.216,47110,3,False
Taiwan,Taiwan,72221111,Stainless steel bars sections and wire,69.166,629286,18,False
Sweden,Germany,72202081,Stainless steel flat products under 600mm,69.162,933695,4,True
Italy,Spain,72202049,Stainless steel flat products under 600mm,69.162,58321,5,True
United States,United States,72221111,Stainless steel bars sections and wire,69.151,1228086,27,False
Spain,Saudi Arabia,72171090,Wire,69.136,51965,2,True
Germany,Austria,72166900,Angles shapes and sections,69.049,91667,3,True
Italy,Germany,72149950,Other bars and rods,68.576,66497,13,True
Germany,Netherlands,72166900,Angles shapes and sections,68.472,172524,8,True
Belgium,Netherlands,72193100,Stainless steel flat products,68.371,136291,13,True
Brazil,France,72222011,Stainless steel bars sections and wire,68.316,661940,11,True
Unknown / not supplied,Ireland,72223051,Stainless steel bars sections and wire,68.3,9152,1,True
China,Norway,72285061,Other alloy bars rods and sections,68.066,134026,5,True
Turkey,Turkey,72149971,Other bars and rods,68.064,47950,6,False
Unknown / not supplied,Finland,72085299,Hot-rolled flat products,68.04,90747,6,True
Bulgaria,Romania,72159000,Other bars and rods,67.964,98806,7,True
France,Germany,72112380,Flat products under 600mm,67.929,66118,4,True
Ireland,Ireland,72179050,Wire,67.923,547264,19,False
South Africa,Netherlands,72202089,Stainless steel flat products under 600mm,67.92,93104,2,True
Unknown / not supplied,Poland,72166110,Angles shapes and sections,67.876,63787,5,True
Austria,Austria,72071912,Semi-finished steel,67.843,107729,12,False
Switzerland,Switzerland,72132000,Hot-rolled bars and rods,67.836,44388,1,False
Italy,France,72172090,Wire,67.818,100800,3,True
Turkey,Italy,72299090,Alloy steel wire,67.776,245874,22,True
India,India,72202021,Stainless steel flat products under 600mm,67.731,249867,1,False
France,Italy,72149110,Other bars and rods,67.723,42726,2,True
Switzerland,Switzerland,72085120,Hot-rolled flat products,67.719,53685,1,False
Switzerland,Switzerland,72224010,Stainless steel bars sections and wire,67.689,398201,19,False
Sweden,Sweden,72254012,Other alloy flat products,67.539,114621,5,False
Lithuania,Lithuania,72072080,Semi-finished steel,67.503,385639,19,False
Sweden,Netherlands,72230091,Stainless steel wire,67.459,2160362,29,True
Finland,France,72193210,Stainless steel flat products,67.447,155820,5,True
Italy,Germany,72223051,Stainless steel bars sections and wire,67.22800000000001,294754,22,True
United States,United States,72284090,Other alloy bars rods and sections,67.188,621547,20,False
Austria,Austria,72283070,Other alloy bars rods and sections,67.188,945418,18,False
Finland,Sweden,72259900,Other alloy flat products,67.156,24406,3,True
Austria,Austria,72166110,Angles shapes and sections,67.139,60729,9,False
Germany,Netherlands,72285020,Other alloy bars rods and sections,67.134,187711,13,True
Unknown / not supplied,Germany,72143000,Other bars and rods,67.091,51735,4,True
Germany,Sweden,72085191,Hot-rolled flat products,67.021,55736,2,True
Italy,Belgium,72111300,Flat products under 600mm,66.884,43347,4,True
China,Sweden,72051000,Granules and powders,66.868,69077,23,True
Germany,Spain,72163190,Angles shapes and sections,66.851,55774,6,True
Taiwan,Taiwan,72283089,Other alloy bars rods and sections,66.801,544659,6,False
Turkey,Netherlands,72165091,Angles shapes and sections,66.693,99402,13,True
France,Belgium,72044990,Ferrous waste and scrap,66.68,384307,3,True
Sweden,Sweden,72249014,Alloy steel ingots and semi-finished,66.62,122474,5,False
Czechia,Czechia,72169180,Angles shapes and sections,66.566,190269,14,False
Unknown / not supplied,France,72162100,Angles shapes and sections,66.517,37138,9,True
Taiwan,Taiwan,72223051,Stainless steel bars sections and wire,66.322,347289,9,False
Spain,France,72149110,Other bars and rods,66.274,226871,10,True
Spain,Netherlands,72163110,Angles shapes and sections,66.214,57852,9,True
Germany,Netherlands,72166110,Angles shapes and sections,66.196,180892,22,True
United States,Belgium,72286080,Other alloy bars rods and sections,66.121,1841585,13,True
Poland,Germany,72163110,Angles shapes and sections,66.02000000000001,60611,14,True
Spain,Netherlands,72107080,Coated or plated flat products,65.94800000000001,348664,19,True
China,Taiwan,72201200,Stainless steel flat products under 600mm,65.941,77494,2,True
France,Belgium,72082500,Hot-rolled flat products,65.729,39043,1,True
Turkey,Turkey,72123000,Coated flat products under 600mm,65.63,70920,9,False
France,Belgium,72085291,Hot-rolled flat products,65.56099999999999,68427,8,True
China,France,72285020,Other alloy bars rods and sections,65.508,218072,20,True
Finland,Sweden,72254090,Other alloy flat products,65.435,79613,6,True
Austria,Netherlands,72085390,Hot-rolled flat products,65.295,179016,9,True
Unknown / not supplied,Belgium,72193210,Stainless steel flat products,65.226,154771,4,True
Spain,Germany,72202081,Stainless steel flat products under 600mm,65.182,294249,20,True
Spain,Netherlands,72202049,Stainless steel flat products under 600mm,65.17099999999999,71036,12,True
Unknown / not supplied,Ireland,72072032,Semi-finished steel,65.13,184815,24,True
India,Italy,72222029,Stainless steel bars sections and wire,65.107,222776,11,True
Vietnam,China,72202041,Stainless steel flat products under 600mm,65.058,109485,1,True
Thailand,Thailand,72022910,Ferro-alloys,65.0,84336,3,False
Belgium,Netherlands,72027000,Ferro-alloys,64.946,1748186,12,True
Taiwan,Belgium,72121010,Coated flat products under 600mm,64.925,101511,4,True
Vietnam,South Korea,72107080,Coated or plated flat products,64.878,48888,1,True
China,Belgium,72283069,Other alloy bars rods and sections,64.863,63988,5,True
China,Switzerland,72193390,Stainless steel flat products,64.668,73434,1,True
France,Netherlands,72163211,Angles shapes and sections,64.657,57195,14,True
Sweden,Sweden,72224050,Stainless steel bars sections and wire,64.652,437504,27,False
Italy,Italy,72071290,Semi-finished steel,64.6,91221,4,False
China,Netherlands,72171090,Wire,64.295,76382,3,True
Taiwan,China,72193410,Stainless steel flat products,64.265,146381,1,True
United States,United States,72193490,Stainless steel flat products,64.258,200015,8,False
Finland,Germany,72254040,Other alloy flat products,64.231,84454,13,True
India,India,72112330,Flat products under 600mm,64.133,59510,3,False
Ireland,Ireland,72042900,Ferrous waste and scrap,63.909,41663,4,False
China,Taiwan,72202049,Stainless steel flat products under 600mm,63.894,89705,2,True
Italy,Belgium,72202041,Stainless steel flat products under 600mm,63.884,135354,18,True
Italy,Netherlands,72283070,Other alloy bars rods and sections,63.656,44772,2,True
Italy,Netherlands,72085299,Hot-rolled flat products,63.643,60212,7,True
Italy,Italy,72192300,Stainless steel flat products,63.556,138979,4,False
Netherlands,Germany,72085299,Hot-rolled flat products,63.487,81481,10,True
South Korea,South Korea,72259100,Other alloy flat products,63.4,47029,1,False
Czechia,Czechia,72101220,Coated or plated flat products,63.33,90339,4,False
India,China,72230019,Stainless steel wire,63.32,63819,3,True
France,France,72042190,Ferrous waste and scrap,63.311,73447,4,False
France,France,72210090,Stainless steel bars and rods,63.245,167949,10,False
Unknown / not supplied,Belgium,72149971,Other bars and rods,63.117999999999995,53039,3,True
Germany,Netherlands,72254090,Other alloy flat products,63.11,82792,6,True
Sweden,Sweden,72284090,Other alloy bars rods and sections,63.00699999999999,140318,5,False
Indonesia,Mexico,72193310,Stainless steel flat products,63.0,97875,1,True
United States,United States,72269930,Other alloy flat products under 600mm,62.931,421748,7,False
Sweden,Sweden,72061000,Ingots and primary forms,62.727,184795,3,False
Spain,Spain,72189920,Stainless steel ingots and semi-finished,62.682,455870,6,False
Austria,Austria,72083700,Hot-rolled flat products,62.68,39109,1,False
China,China,72155080,Other bars and rods,62.658,63015,9,False
Romania,Germany,72159000,Other bars and rods,62.588,131872,18,True
Italy,France,72283061,Other alloy bars rods and sections,62.557,102292,5,True
France,Italy,72162100,Angles shapes and sections,62.499,40704,6,True
Italy,Germany,72166190,Angles shapes and sections,62.468,389965,29,True
Switzerland,Germany,72224010,Stainless steel bars sections and wire,62.399,329746,29,True
Belgium,Germany,72202021,Stainless steel flat products under 600mm,62.387,232097,19,True
Austria,Austria,72222089,Stainless steel bars sections and wire,62.356,335298,25,False
France,Poland,72230019,Stainless steel wire,62.272999999999996,285118,6,True
China,Japan,72171090,Wire,62.260000000000005,123701,13,True
United States,United States,72222039,Stainless steel bars sections and wire,62.253,2072941,28,False
China,Turkey,72192300,Stainless steel flat products,62.226,103048,4,True
Taiwan,Taiwan,72091500,Cold-rolled flat products,62.095,37530,1,False
Italy,Germany,72159000,Other bars and rods,62.046,123940,17,True
Brazil,China,72029300,Ferro-alloys,62.0,1419167,3,True
Italy,Italy,72224090,Stainless steel bars sections and wire,61.929,880904,29,False
South Korea,France,72230019,Stainless steel wire,61.92699999999999,471810,19,True
Romania,Italy,72155080,Other bars and rods,61.923,205663,24,True
Germany,Belgium,72166110,Angles shapes and sections,61.911,108325,23,True
China,China,72224010,Stainless steel bars sections and wire,61.799,180192,19,False
Italy,Belgium,72283070,Other alloy bars rods and sections,61.797000000000004,46278,9,True
Sweden,Netherlands,72283069,Other alloy bars rods and sections,61.730000000000004,69560,11,True
China,Hong Kong,72281090,Other alloy bars rods and sections,61.533,506264,2,True
Ukraine,Bulgaria,72285061,Other alloy bars rods and sections,61.522999999999996,112848,3,True
Poland,Netherlands,72163291,Angles shapes and sections,61.466,50565,12,True
Sweden,Finland,72193390,Stainless steel flat products,61.397,179676,11,True
Belgium,France,72141000,Other bars and rods,61.375,60728,3,True
Italy,Italy,72254040,Other alloy flat products,61.364,66689,5,False
Unknown / not supplied,Italy,72071114,Semi-finished steel,61.313,40327,1,True
Taiwan,Germany,72092690,Cold-rolled flat products,61.303,53180,1,True
Finland,Germany,72254060,Other alloy flat products,61.242,79749,8,True
Poland,Belgium,72107080,Coated or plated flat products,61.22,74952,5,True
France,Belgium,72149979,Other bars and rods,61.2,47542,3,True
Netherlands,Netherlands,72163190,Angles shapes and sections,61.133,49594,10,False
Belgium,Belgium,72254090,Other alloy flat products,61.072,78853,5,False
Spain,Belgium,72179020,Wire,61.043,82092,4,True
India,Netherlands,72021180,Ferro-alloys,61.010999999999996,51936,2,True
Luxembourg,Belgium,72222081,Stainless steel bars sections and wire,60.949999999999996,145024,3,True
United Kingdom,Germany,72151000,Other bars and rods,60.716,59542,7,True
Unknown / not supplied,Ireland,72149979,Other bars and rods,60.656,45338,10,True
Germany,Germany,72101100,Coated or plated flat products,60.636,80311,5,False
Germany,France,72222031,Stainless steel bars sections and wire,60.58,745064,10,True
Germany,Netherlands,72222029,Stainless steel bars sections and wire,60.505,189759,4,True
Spain,Spain,72082600,Hot-rolled flat products,60.49,46102,1,False
Unknown / not supplied,Ireland,72071912,Semi-finished steel,60.431,56035,28,True
Netherlands,Belgium,72259200,Other alloy flat products,60.364000000000004,60317,3,True
Singapore,China,72193210,Stainless steel flat products,60.29,110233,1,True
Ukraine,Poland,72285061,Other alloy bars rods and sections,60.272,123685,3,True
Italy,Italy,72223097,Stainless steel bars sections and wire,60.221,1165352,27,False
Turkey,India,72193390,Stainless steel flat products,60.148,69573,1,True
Finland,Turkey,72202041,Stainless steel flat products under 600mm,60.071999999999996,189526,2,True
Netherlands,France,72029300,Ferro-alloys,60.0,1432795,3,True
Malaysia,Malaysia,72202081,Stainless steel flat products under 600mm,59.95,387708,15,False
Poland,Germany,72139910,Hot-rolled bars and rods,59.798,25116,2,True
Germany,Norway,72222019,Stainless steel bars sections and wire,59.755,207445,14,True
Germany,Czechia,72285061,Other alloy bars rods and sections,59.61,75957,2,True
China,China,72025000,Ferro-alloys,59.606,84621,7,False
China,China,72259900,Other alloy flat products,59.407,92483,7,False
Finland,Germany,72191310,Stainless steel flat products,59.39,155589,4,True
Czechia,Poland,72283049,Other alloy bars rods and sections,59.388,61590,5,True
Germany,Austria,72166110,Angles shapes and sections,59.319,113079,5,True
Slovakia,Austria,72169110,Angles shapes and sections,59.318,75702,3,True
China,Netherlands,72193390,Stainless steel flat products,59.314,59076,2,True
Netherlands,Netherlands,72139110,Hot-rolled bars and rods,59.293,38787,2,False
Brazil,Belgium,72202041,Stainless steel flat products under 600mm,59.274,125557,13,True
China,Netherlands,72292000,Alloy steel wire,59.049,36371,4,True
Unknown / not supplied,Germany,72163310,Angles shapes and sections,59.042,44884,2,True
Netherlands,Netherlands,72193310,Stainless steel flat products,59.039,122248,8,False
Germany,Belgium,72254040,Other alloy flat products,59.028,94051,4,True
Germany,Netherlands,72222019,Stainless steel bars sections and wire,59.01,165792,6,True
Slovenia,Slovenia,72222029,Stainless steel bars sections and wire,59.004999999999995,250993,11,False
